0,50
2,46
4,25
6,10
8,4
10,37
12,7
14,24
16,10
18,2
20,35
22,2
24,2
26,3
28,2
30,1
32,7
34,12
36,1
38,4
40,1
42,1
44,1
46,14
48,1
50,1
52,1
54,3
56,1
58,1
60,1
62,14
64,6
66,5
68,1
70,1
72,1
74,1
76,35
78,2
80,4
82,1
84,11
86,4
88,1
90,1
92,1
94,4
96,34
98,1
100,1
102,6
104,1
106,1
108,3
110,2
112,1
114,34
116,1
118,1
120,1
122,12
124,2
126,1
128,6
130,0
132,35
134,1
136,0
138,3
140,1
142,1
144,9
146,37
148,2
150,1
152,1
154,1
156,1
158,2
160,1
162,3
164,4
166,5
168,1
170,34
172,1
174,17
176,0
178,1
180,4
182,1
184,43
186,37
188,1
190,5
192,1
194,0
196,1
198,1
200,1
202,1
204,37
206,3
208,37
210,1
212,1
214,1
216,1
218,1
220,1
222,8
224,5
226,3
228,2
230,1
232,1
234,1
236,1
238,5
240,1
242,1
244,36
246,1
248,34
250,4
252,3
254,1
256,4
258,31
260,1
262,13
264,11
266,52
268,1
270,1
272,1
274,5
276,49
278,5
280,37
282,16
284,9
286,3
288,5
290,1
292,6
294,2
296,1
298,33
300,2
302,18
304,1
306,1
308,3
310,12
312,1
314,7
316,1
318,2
320,38
322,15
324,11
326,2
328,1
330,5
332,2
334,2
336,42
338,11
340,23
342,17
344,3
346,3
348,3
350,7
352,16
354,35
356,31
358,1
360,2
362,3
364,43
366,14
368,32
370,1
372,1
374,39
376,2
378,2
380,18
382,38
384,37
386,13
388,25
390,17
392,50
394,43
396,30
398,38
400,30
402,28
404,60
406,31
408,32
410,56
412,62
414,66
416,66
418,46
420,64
422,45
424,66
426,67
428,67
430,44
432,70
434,34
436,67
438,68
440,50
442,67
444,38
446,73
448,47
450,78
452,48
454,33
456,72
458,84
460,39
462,38
464,63
466,33
468,72
470,35
472,39
474,64
476,39
478,61
480,42
482,58
484,81
486,44
488,44
490,40
492,72
494,30
496,60
498,83
500,39
502,60
504,44
506,56
508,63
510,77
512,37
514,53
516,62
518,78
520,42
522,63
524,62
526,94
528,72
530,45
532,49
534,73
536,127
538,136
540,144
542,181
544,127
546,133
548,131
550,127
552,118
554,114
556,133
558,117
560,126
562,155
564,143
566,154
568,153
570,141
572,121
574,132
576,112
578,140
580,152
582,155
584,141
586,138
588,149
590,184
592,175
594,175
596,171
598,144
600,161
602,183
604,196
606,197
608,181
610,181
612,207
614,203
616,158
618,177
620,191
622,224
624,181
626,153
628,180
630,175
632,171
634,193
636,195
638,202
640,223
642,213
644,201
646,176
648,172
650,209
652,170
654,207
656,203
658,188
660,195
662,232
664,227
666,231
668,244
670,227
672,217
674,198
676,222
678,194
680,203
682,201
684,214
686,204
688,188
690,192
692,185
694,179
696,171
698,241
700,205
702,188
704,170
706,152
708,202
710,222
712,227
714,217
716,191
718,179
720,174
722,205
724,204
726,238
728,215
730,221
732,243
734,246
736,242
738,256
740,248
742,288
744,269
746,276
748,240
750,176
752,158
754,171
756,220
758,217
760,174
762,171
764,167
766,213
768,236
770,262
772,257
774,237
776,150
778,141
780,144
782,148
784,156
786,157
788,126
790,165
792,167
794,208
796,189
798,187
800,199
802,174
804,163
806,132
808,192
810,164
812,153
814,130
816,121
818,145
820,193
822,144
824,128
826,144
828,139
830,177
832,225
834,245
836,181
838,209
840,201
842,212
844,161
846,129
848,128
850,122
852,130
854,167
856,157
858,137
860,180
862,154
864,136
866,156
868,117
870,127
872,161
874,210
876,208
878,217
880,189
882,197
884,191
886,242
888,224
890,210
892,195
894,252
896,194
898,195
900,207
902,216
904,256
906,288
908,267
910,270
912,259
914,259
916,300
918,311
920,297
922,292
924,270
926,243
928,271
930,239
932,273
934,261
936,272
938,203
940,205
942,216
944,225
946,182
948,149
950,157
952,168
954,178
956,182
958,168
960,198
962,191
964,212
966,186
968,195
970,182
972,180
974,189
976,211
978,203
980,214
982,259
984,245
986,200
988,166
990,218
992,188
994,182
996,174
998,205
1000,191
1002,208
1004,237
1006,212
1008,219
1010,183
1012,182
1014,206
1016,204
1018,219
1020,222
1022,187
1024,185
1026,181
1028,176
1030,218
1032,218
1034,241
1036,219
1038,199
1040,225
1042,219
1044,207
1046,204
1048,209
1050,213
1052,263
1054,287
1056,267
1058,301
1060,314
1062,273
1064,272
1066,267
1068,253
1070,277
1072,291
1074,284
1076,272
1078,262
1080,308
1082,289
1084,275
1086,274
1088,265
1090,288
1092,293
1094,276
1096,247
1098,241
1100,252
1102,259
1104,252
1106,245
1108,234
1110,240
1112,232
1114,199
1116,201
1118,166
1120,187
1122,206
1124,239
1126,236
1128,220
1130,207
1132,231
1134,216
1136,213
1138,226
1140,234
1142,260
1144,240
1146,234
1148,201
1150,241
1152,221
1154,235
1156,222
1158,219
1160,195
1162,215
1164,220
1166,204
1168,192
1170,192
1172,242
1174,210
1176,200
1178,201
1180,183
1182,224
1184,215
1186,261
1188,224
1190,219
1192,251
1194,254
1196,245
1198,208
1200,238
1202,242
1204,264
1206,249
1208,255
1210,240
1212,236
1214,236
1216,225
1218,224
1220,181
1222,176
1224,171
1226,187
1228,167
1230,151
1232,131
1234,144
1236,157
1238,153
1240,229
1242,227
1244,236
1246,271
1248,287
1250,271
1252,290
1254,284
1256,273
1258,256
1260,270
1262,267
1264,272
1266,279
1268,305
1270,292
1272,280
1274,298
1276,300
1278,290
1280,305
1282,306
1284,309
1286,317
1288,297
1290,285
1292,281
1294,287
1296,283
1298,260
1300,235
1302,219
1304,216
1306,211
1308,197
1310,152
1312,116
1314,128
1316,144
1318,134
1320,215
1322,206
1324,153
1326,125
1328,113
1330,176
1332,185
1334,141
1336,122
1338,117
1340,130
1342,111
1344,96
1346,119
1348,111
1350,204
1352,188
1354,183
1356,198
1358,236
1360,229
1362,261
1364,242
1366,268
1368,222
1370,185
1372,224
1374,172
1376,124
1378,138
1380,124
1382,156
1384,146
1386,92
1388,198
1390,206
1392,153
1394,70
1396,121
1398,69
1400,114
1402,122
1404,60
1406,67
1408,134
1410,131
1412,78
1414,99
1416,69
1418,85
1420,91
1422,94
1424,101
1426,122
1428,157
1430,89
1432,73
1434,65
1436,53
1438,33
