0,236
2,264
4,108
6,42
8,79
10,86
12,49
14,24
16,53
18,28
20,30
22,14
24,70
26,161
28,84
30,36
32,46
34,11
36,29
38,14
40,10
42,9
44,10
46,16
48,37
50,32
52,51
54,17
56,25
58,15
60,30
62,42
64,30
66,16
68,25
70,15
72,29
74,16
76,38
78,21
80,47
82,69
84,187
86,183
88,73
90,11
92,17
94,12
96,16
98,39
100,14
102,119
104,194
106,84
108,45
110,26
112,24
114,25
116,48
118,10
120,8
122,7
124,45
126,23
128,6
130,20
132,6
134,14
136,5
138,7
140,5
142,9
144,26
146,7
148,6
150,12
152,9
154,6
156,40
158,7
160,6
162,10
164,6
166,6
168,60
170,15
172,8
174,32
176,77
178,3
180,13
182,2
184,13
186,3
188,6
190,3
192,36
194,3
196,3
198,2
200,6
202,15
204,3
206,2
208,2
210,35
212,2
214,2
216,1
218,2
220,16
222,70
224,1
226,47
228,2
230,2
232,8
234,1
236,4
238,1
240,36
242,1
244,15
246,5
248,10
250,1
252,2
254,2
256,31
258,2
260,10
262,40
264,8
266,3
268,28
270,7
272,2
274,2
276,36
278,5
280,1
282,19
284,10
286,2
288,2
290,2
292,6
294,2
296,2
298,9
300,30
302,37
304,8
306,2
308,1
310,7
312,1
314,10
316,18
318,2
320,1
322,47
324,6
326,11
328,1
330,6
332,1
334,10
336,49
338,11
340,2
342,1
344,8
346,3
348,2
350,19
352,34
354,39
356,32
358,2
360,1
362,4
364,42
366,41
368,7
370,7
372,1
374,7
376,45
378,5
380,15
382,36
384,36
386,20
388,30
390,18
392,20
394,59
396,24
398,31
400,30
402,63
404,29
406,75
408,30
410,42
412,80
414,43
416,61
418,70
420,77
422,42
424,73
426,73
428,58
430,53
432,48
434,64
436,74
438,79
440,43
442,47
444,66
446,39
448,83
450,43
452,36
454,45
456,48
458,77
460,59
462,36
464,41
466,64
468,85
470,37
472,39
474,65
476,38
478,64
480,47
482,63
484,62
486,67
488,44
490,50
492,73
494,67
496,37
498,81
500,50
502,65
504,72
506,47
508,92
510,73
512,64
514,76
516,81
518,47
520,60
522,57
524,93
526,41
528,88
530,93
532,88
534,110
536,74
538,75
540,93
542,101
544,88
546,115
548,114
550,102
552,135
554,123
556,124
558,131
560,120
562,190
564,169
566,164
568,171
570,165
572,178
574,175
576,128
578,96
580,118
582,120
584,113
586,117
588,123
590,108
592,129
594,128
596,147
598,107
600,123
602,122
604,138
606,138
608,141
610,107
612,125
614,132
616,149
618,116
620,133
622,98
624,139
626,142
628,166
630,165
632,171
634,122
636,135
638,138
640,142
642,150
644,174
646,164
648,146
650,145
652,158
654,129
656,147
658,118
660,147
662,143
664,114
666,93
668,119
670,142
672,127
674,120
676,101
678,134
680,140
682,118
684,93
686,116
688,118
690,107
692,149
694,148
696,139
698,140
700,119
702,100
704,139
706,159
708,143
710,153
712,173
714,180
716,176
718,159
720,176
722,216
724,140
726,184
728,196
730,195
732,171
734,211
736,203
738,177
740,213
742,197
744,190
746,207
748,209
750,162
752,172
754,208
756,175
758,187
760,166
762,181
764,172
766,197
768,205
770,163
772,162
774,151
776,183
778,178
780,164
782,162
784,225
786,179
788,174
790,182
792,177
794,135
796,168
798,163
800,207
802,203
804,169
806,154
808,190
810,160
812,164
814,172
816,156
818,161
820,162
822,202
824,199
826,191
828,177
830,161
832,189
834,146
836,189
838,181
840,196
842,216
844,209
846,204
848,187
850,202
852,184
854,170
856,181
858,171
860,169
862,152
864,164
866,157
868,161
870,176
872,171
874,179
876,197
878,230
880,190
882,182
884,213
886,183
888,213
890,188
892,178
894,197
896,205
898,182
900,184
902,199
904,196
906,222
908,271
910,243
912,241
914,271
916,276
918,259
920,264
922,259
924,259
926,244
928,241
930,218
932,227
934,207
936,193
938,208
940,226
942,158
944,176
946,209
948,189
950,220
952,190
954,215
956,268
958,220
960,243
962,233
964,205
966,202
968,216
970,284
972,281
974,233
976,224
978,233
980,235
982,227
984,177
986,214
988,224
990,229
992,218
994,216
996,222
998,244
1000,226
1002,225
1004,245
1006,202
1008,207
1010,232
1012,231
1014,242
1016,190
1018,189
1020,222
1022,209
1024,221
1026,207
1028,190
1030,208
1032,182
1034,186
1036,172
1038,179
1040,207
1042,247
1044,216
1046,200
1048,190
1050,215
1052,205
1054,185
1056,234
1058,266
1060,236
1062,233
1064,190
1066,201
1068,219
1070,202
1072,214
1074,199
1076,186
1078,198
1080,210
1082,210
1084,243
1086,235
1088,249
1090,250
1092,240
1094,264
1096,239
1098,248
1100,264
1102,260
1104,236
1106,247
1108,228
1110,247
1112,204
1114,222
1116,231
1118,245
1120,236
1122,239
1124,267
1126,232
1128,239
1130,215
1132,196
1134,208
1136,210
1138,210
1140,176
1142,193
1144,197
1146,204
1148,157
1150,155
1152,170
1154,210
1156,195
1158,197
1160,190
1162,185
1164,150
1166,149
1168,131
1170,127
1172,165
1174,154
1176,187
1178,228
1180,230
1182,239
1184,238
1186,254
1188,232
1190,240
1192,172
1194,203
1196,190
1198,201
1200,260
1202,233
1204,198
1206,171
1208,162
1210,174
1212,161
1214,135
1216,152
1218,172
1220,177
1222,221
1224,178
1226,144
1228,179
1230,165
1232,201
1234,182
1236,186
1238,224
1240,175
1242,164
1244,184
1246,198
1248,177
1250,133
1252,161
1254,155
1256,165
1258,147
1260,154
1262,162
1264,213
1266,201
1268,188
1270,192
1272,253
1274,243
1276,232
1278,254
1280,242
1282,236
1284,221
1286,201
1288,186
1290,181
1292,177
1294,203
1296,176
1298,184
1300,163
1302,163
1304,167
1306,180
1308,180
1310,205
1312,219
1314,207
1316,221
